_id,geoid,year,in100,msaid15,msaname15,countyfips,statefips,stateusps,pop,z_ED_nat,z_HE_nat,z_SE_nat,z_COI_nat,c5_ED_nat,c5_HE_nat,c5_SE_nat,c5_COI_nat,r_ED_nat,r_HE_nat,r_SE_nat,r_COI_nat,c5_ED_stt,c5_HE_stt,c5_SE_stt,c5_COI_stt,r_ED_stt,r_HE_stt,r_SE_stt,r_COI_stt,c5_ED_met,c5_HE_met,c5_SE_met,c5_COI_met,r_ED_met,r_HE_met,r_SE_met,r_COI_met
90221,36061008100,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36061,36,NY,675,0.17717686,0.033701945,0.27341536,0.054991882,Very High,High,Very High,Very High,99,64,96,98,Very High,Moderate,Very High,Very High,98,44,97,98,Very High,Moderate,Very High,Very High,96,43,98,98
90222,36061008200,2010,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36061,36,NY,457,0.080218971,0.019719187,0.15036027,0.028464628,Very High,Moderate,High,High,86,50,76,78,Very High,Low,High,High,85,25,80,78,High,Low,High,High,76,25,77,72
90223,36061008200,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36061,36,NY,259,0.11268666,0.037454557,0.23673631,0.043993019,Very High,High,Very High,Very High,93,68,92,92,Very High,Moderate,Very High,Very High,91,50,93,93,Very High,Moderate,Very High,Very High,85,48,94,90
90224,36061008300,2010,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36061,36,NY,530,0.073337652,0.010903876,-0.25375327,-0.020261696,Very High,Moderate,Very Low,Low,84,41,10,24,Very High,Very Low,Very Low,Low,82,16,20,30,High,Very Low,Very Low,Low,74,16,19,29
90225,36061008300,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36061,36,NY,447,0.13332924,0.026051635,-0.11610433,0.004001012,Very High,Moderate,Low,Moderate,96,56,25,50,Very High,Low,Low,Moderate,93,33,36,53,Very High,Low,Low,Moderate,89,33,35,50
90226,36061008400,2010,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36061,36,NY,73,0.062543161,0.037503228,0.12173256,0.025071327,Very High,High,High,High,81,68,70,74,High,Moderate,High,High,79,50,73,74,High,Moderate,High,High,70,48,70,68
90227,36061008400,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36061,36,NY,119,0.098116539,0.036080398,0.27911395,0.047167569,Very High,High,Very High,Very High,90,67,97,94,Very High,Moderate,Very High,Very High,89,48,97,94,Very High,Moderate,Very High,Very High,82,46,98,93
90228,36061008601,2010,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36061,36,NY,230,0.063471749,0.04907896,0.27742365,0.044523817,Very High,High,Very High,Very High,81,80,97,93,High,High,Very High,Very High,79,68,97,93,High,High,Very High,Very High,70,65,98,90
90229,36061008601,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36061,36,NY,340,0.11041796,0.057880089,0.32988819,0.056755878,Very High,Very High,Very High,Very High,92,87,100,99,Very High,Very High,Very High,Very High,91,81,100,99,Very High,High,Very High,Very High,84,77,100,98
90230,36061008603,2010,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36061,36,NY,481,0.11321247,0.043750323,0.28807351,0.050695274,Very High,High,Very High,Very High,93,74,97,96,Very High,Moderate,Very High,Very High,91,60,98,96,Very High,Moderate,Very High,Very High,85,57,99,95
90231,36061008603,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36061,36,NY,476,0.1582965,0.068285398,0.27789429,0.057105657,Very High,Very High,Very High,Very High,98,94,97,99,Very High,Very High,Very High,Very High,95,91,97,99,Very High,Very High,Very High,Very High,93,88,98,98
90232,36061008700,2010,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36061,36,NY,567,0.099192999,0.031658679,0.22573103,0.040603798,Very High,High,Very High,Very High,90,62,90,90,Very High,Moderate,Very High,Very High,89,41,92,90,Very High,Low,Very High,Very High,82,40,93,86
90233,36061008700,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36061,36,NY,610,0.17167652,0.053349502,0.31153488,0.060910452,Very High,Very High,Very High,Very High,99,83,99,100,Very High,High,Very High,Very High,97,74,99,100,Very High,High,Very High,Very High,95,70,100,100
90234,36061008800,2010,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36061,36,NY,590,0.090267181,0.024226427,0.17843214,0.033321891,Very High,Moderate,Very High,Very High,88,54,81,83,Very High,Low,Very High,Very High,87,31,84,83,High,Low,Very High,High,79,31,83,77
90235,36061008800,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36061,36,NY,701,0.12615895,0.031202259,0.21893854,0.042746007,Very High,High,Very High,Very High,95,62,89,91,Very High,Moderate,Very High,Very High,93,41,91,92,Very High,Low,Very High,Very High,88,40,92,88
90236,36061008900,2010,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36061,36,NY,514,0.096107513,0.028384369,0.074812695,0.022351585,Very High,Moderate,Moderate,High,90,59,60,71,Very High,Low,High,High,88,37,66,72,Very High,Low,High,High,81,36,62,65
90237,36061008900,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36061,36,NY,745,0.15314305,0.002883384,0.026422482,0.020312453,Very High,Low,Moderate,High,98,34,50,69,Very High,Very Low,Moderate,High,95,12,57,69,Very High,Very Low,Moderate,High,92,12,55,64
90238,36061009000,2010,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36061,36,NY,396,0.11067703,0.002225417,0.28250146,0.045348048,Very High,Low,Very High,Very High,92,34,97,93,Very High,Very Low,Very High,Very High,91,12,98,93,Very High,Very Low,Very High,Very High,84,12,98,91
90239,36061009000,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36061,36,NY,564,0.1381862,0.022890642,0.15681329,0.035961635,Very High,Moderate,High,Very High,96,53,77,85,Very High,Low,Very High,Very High,94,29,81,86,Very High,Low,High,Very High,89,29,78,81
90240,36061009100,2010,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36061,36,NY,328,0.0715589,0.026778746,0.21352915,0.035609484,Very High,Moderate,Very High,Very High,84,57,88,85,Very High,Low,Very High,Very High,82,34,91,85,High,Low,Very High,High,73,34,91,80
90241,36061009100,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36061,36,NY,590,0.16895533,0.02603828,0.21272077,0.046204329,Very High,Moderate,Very High,Very High,99,56,88,94,Very High,Low,Very High,Very High,97,33,91,94,Very High,Low,Very High,Very High,94,33,90,92
90242,36061009200,2010,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36061,36,NY,60,0.10715564,0.025687668,0.1189326,0.0284204,Very High,Moderate,High,High,92,56,69,78,Very High,Low,High,High,90,33,73,78,Very High,Low,High,High,84,32,70,72
90243,36061009200,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36061,36,NY,109,0.1165375,0.036527958,0.14546086,0.033698235,Very High,High,High,Very High,93,67,75,83,Very High,Moderate,High,Very High,91,49,79,83,Very High,Moderate,High,High,85,47,76,78
90244,36061009300,2010,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36061,36,NY,1124,0.073309496,0.029890636,0.032732502,0.015094453,Very High,Moderate,Moderate,High,84,60,51,63,Very High,Low,Moderate,High,82,39,58,64,High,Low,Moderate,Moderate,74,38,56,59
90245,36061009300,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36061,36,NY,1471,0.15266149,0.051226575,0.10003217,0.033969324,Very High,Very High,High,Very High,97,81,65,84,Very High,High,High,Very High,95,71,70,83,Very High,High,High,High,92,67,67,78
90246,36061009400,2010,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36061,36,NY,0,0.047589276,0.072412252,-0.50006407,-0.045227192,High,Very High,Very Low,Very Low,76,96,2,8,High,Very High,Very Low,Very Low,72,94,6,15,High,Very High,Very Low,Very Low,63,92,5,14
90247,36061009400,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36061,36,NY,0,0.11174333,0.02345508,0.33501807,0.053836361,Very High,Moderate,Very High,Very High,93,54,100,98,Very High,Low,Very High,Very High,91,30,100,98,Very High,Low,Very High,Very High,85,30,100,97
90248,36061009500,2010,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36061,36,NY,223,0.077849977,0.016897419,0.30941629,0.046412162,Very High,Moderate,Very High,Very High,85,47,99,94,Very High,Low,Very High,Very High,84,22,99,94,High,Low,Very High,Very High,76,22,100,92
90249,36061009500,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36061,36,NY,440,0.14798294,0.037295099,0.21041076,0.044814687,Very High,High,Very High,Very High,97,68,87,93,Very High,Moderate,Very High,Very High,95,50,90,93,Very High,Moderate,Very High,Very High,91,48,90,90
90250,36061009600,2010,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36061,36,NY,3,0.032614466,0.028722694,0.20621796,0.030659992,High,Moderate,Very High,High,70,59,87,80,High,Low,Very High,High,66,37,89,80,Moderate,Low,Very High,High,57,36,89,74
90251,36061009600,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36061,36,NY,0,0.095360115,-0.016520342,0.16792658,0.0283267,Very High,Low,High,High,90,21,79,78,Very High,Very Low,Very High,High,88,6,83,78,Very High,Very Low,Very High,High,81,5,81,72
90252,36061009700,2010,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36061,36,NY,417,0.033296634,0.023324804,-0.092027485,-0.004546417,High,Moderate,Low,Low,71,53,29,40,High,Low,Low,Moderate,66,30,39,44,Moderate,Low,Low,Moderate,57,30,38,42
90253,36061009700,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36061,36,NY,465,0.11705891,0.042268727,-0.048596058,0.011783912,Very High,High,Low,Moderate,93,73,36,59,Very High,Moderate,Moderate,High,92,57,46,61,Very High,Moderate,Moderate,Moderate,86,54,44,56
90254,36061009800,2010,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36061,36,NY,452,0.11642872,0.027860718,0.29852337,0.050576176,Very High,Moderate,Very High,Very High,93,58,98,96,Very High,Low,Very High,Very High,91,36,98,96,Very High,Low,Very High,Very High,85,35,99,95
90255,36061009800,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36061,36,NY,510,0.19238475,0.048564818,0.35074747,0.067253999,Very High,High,Very High,Very High,100,79,100,100,Very High,High,Very High,Very High,99,67,100,100,Very High,High,Very High,Very High,98,64,100,100
90256,36061009900,2010,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36061,36,NY,98,0.084402509,0.042111155,0.26693645,0.044875994,Very High,High,Very High,Very High,87,73,95,93,Very High,Moderate,Very High,Very High,86,57,97,93,High,Moderate,Very High,Very High,78,54,97,90
90257,36061009900,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36061,36,NY,403,0.17034461,0.0447817,0.12816118,0.038511951,Very High,High,High,Very High,99,75,71,88,Very High,High,High,Very High,97,61,75,89,Very High,Moderate,High,Very High,95,58,72,84
90258,36061010000,2010,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36061,36,NY,100,0.11214437,0.031476133,0.26588798,0.046689369,Very High,High,Very High,Very High,93,62,95,94,Very High,Moderate,Very High,Very High,91,41,97,94,Very High,Low,Very High,Very High,85,40,97,92
90259,36061010000,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36061,36,NY,167,0.14494303,0.059011921,0.28923586,0.055962451,Very High,Very High,Very High,Very High,97,88,98,99,Very High,Very High,Very High,Very High,94,82,98,98,Very High,High,Very High,Very High,91,78,99,98
90260,36061010100,2010,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36061,36,NY,51,0.072816111,0.005607832,0.056136668,0.015179669,Very High,Low,Moderate,High,84,37,56,63,Very High,Very Low,High,High,82,14,63,64,High,Very Low,Moderate,Moderate,74,13,59,59
90261,36061010100,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36061,36,NY,38,0.14455819,0.009894221,0.1232546,0.031377904,Very High,Moderate,High,Very High,97,41,70,81,Very High,Very Low,High,Very High,94,16,74,81,Very High,Very Low,High,High,91,16,71,75
90262,36061010200,2010,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36061,36,NY,8,0.062950566,-0.014594676,0.20383786,0.02912762,Very High,Low,Very High,High,81,22,86,79,High,Very Low,Very High,High,79,6,89,79,High,Very Low,Very High,High,70,6,88,73
90263,36061010200,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36061,36,NY,18,0.11823082,0.01084049,0.32490668,0.052034639,Very High,Moderate,Very High,Very High,94,41,100,97,Very High,Very Low,Very High,Very High,92,16,100,97,Very High,Very Low,Very High,Very High,86,16,100,96
90264,36061010300,2010,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36061,36,NY,12,0.051230382,0.000681415,0.27496669,0.037734766,High,Low,Very High,Very High,77,33,96,87,High,Very Low,Very High,Very High,74,11,97,88,High,Very Low,Very High,Very High,64,11,98,83
90265,36061010300,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36061,36,NY,75,0.13064709,0.003098015,0.16509385,0.033985723,Very High,Low,High,Very High,95,35,79,84,Very High,Very Low,Very High,Very High,93,12,82,83,Very High,Very Low,High,High,88,12,80,78
90266,36061010400,2010,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36061,36,NY,32,0.090215474,-0.001120723,-0.070546925,0.001644867,Very High,Low,Low,Moderate,88,31,32,47,Very High,Very Low,Moderate,Moderate,87,11,42,51,High,Very Low,Moderate,Moderate,79,10,41,48
90267,36061010400,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36061,36,NY,47,0.044235814,0.05388372,0.19652937,0.033494592,High,Very High,Very High,Very High,75,84,85,83,High,High,Very High,Very High,71,75,88,83,High,High,Very High,High,61,71,87,77
90268,36061010601,2010,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36061,36,NY,519,0.11238372,0.060736671,0.30872712,0.054814599,Very High,Very High,Very High,Very High,93,89,99,98,Very High,Very High,Very High,Very High,91,84,99,98,Very High,High,Very High,Very High,85,80,99,98
90269,36061010601,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36061,36,NY,311,0.18183991,0.053680249,0.31154349,0.062070265,Very High,Very High,Very High,Very High,99,84,99,100,Very High,High,Very High,Very High,98,75,99,100,Very High,High,Very High,Very High,97,71,100,100
90270,36061010602,2010,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36061,36,NY,795,0.12171342,0.039075471,0.30651262,0.053283472,Very High,High,Very High,Very High,94,70,99,98,Very High,Moderate,Very High,Very High,92,53,99,97,Very High,Moderate,Very High,Very High,87,50,99,97
90271,36061010602,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36061,36,NY,733,0.20052764,0.03160467,0.30042922,0.060493939,Very High,High,Very High,Very High,100,62,98,100,Very High,Moderate,Very High,Very High,100,41,99,100,Very High,Low,Very High,Very High,99,40,99,100
90272,36061010800,2010,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36061,36,NY,833,0.1126444,0.016846573,0.27709636,0.046492327,Very High,Moderate,Very High,Very High,93,47,97,94,Very High,Low,Very High,Very High,91,21,97,94,Very High,Low,Very High,Very High,85,22,98,92
90273,36061010800,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36061,36,NY,849,0.19809125,0.041779738,0.37366837,0.069830269,Very High,High,Very High,Very High,100,73,100,100,Very High,Moderate,Very High,Very High,100,56,100,100,Very High,Moderate,Very High,Very High,98,53,100,100
90274,36061010900,2010,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36061,36,NY,13,0.043711159,0.060179513,-0.16072297,-0.007467722,High,Very High,Very Low,Low,75,89,19,37,High,Very High,Low,Moderate,70,84,30,41,High,High,Low,Low,61,79,29,40
90275,36061010900,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36061,36,NY,11,0.089123368,0.010260575,0.061368003,0.018086387,Very High,Moderate,Moderate,High,88,41,57,67,Very High,Very Low,High,High,87,16,63,67,High,Very Low,Moderate,High,79,16,60,62
90276,36061011000,2010,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36061,36,NY,835,0.11769394,0.020137023,0.26643807,0.046160374,Very High,Moderate,Very High,Very High,93,50,95,94,Very High,Low,Very High,Very High,92,25,97,94,Very High,Low,Very High,Very High,86,25,97,92
90277,36061011000,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36061,36,NY,1080,0.19109391,0.017566545,0.2652961,0.053868733,Very High,Moderate,Very High,Very High,100,48,95,98,Very High,Low,Very High,Very High,99,22,97,98,Very High,Low,Very High,Very High,98,22,97,97
90278,36061011100,2010,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36061,36,NY,279,0.013762125,-0.004074868,0.066272624,0.008800176,High,Low,Moderate,Moderate,62,29,58,56,Moderate,Very Low,High,Moderate,57,10,64,58,Moderate,Very Low,High,Moderate,49,9,61,54
90279,36061011100,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36061,36,NY,440,0.081300512,0.030888563,0.095519155,0.023390707,Very High,High,High,High,86,61,64,73,Very High,Low,High,High,85,40,69,73,High,Low,High,High,77,39,66,66
90280,36061011201,2010,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36061,36,NY,11,0.098172642,0.010329625,0.20782471,0.036137659,Very High,Moderate,Very High,Very High,90,41,87,86,Very High,Very Low,Very High,Very High,89,16,89,86,Very High,Very Low,Very High,Very High,82,16,89,81
90281,36061011201,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36061,36,NY,28,0.067970261,0.012245183,0.23873341,0.03659936,Very High,Moderate,Very High,Very High,83,43,92,86,Very High,Very Low,Very High,Very High,81,18,94,87,High,Very Low,Very High,Very High,72,18,94,82
90282,36061011202,2010,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36061,36,NY,33,0.091266312,0.004493002,0.044269372,0.015719794,Very High,Low,Moderate,High,89,36,54,64,Very High,Very Low,Moderate,High,87,13,60,65,High,Very Low,Moderate,Moderate,80,13,57,60
90283,36061011202,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36061,36,NY,10,0.12931585,0.005796759,0.2191256,0.040413499,Very High,Low,Very High,Very High,95,37,89,90,Very High,Very Low,Very High,Very High,93,14,91,90,Very High,Very Low,Very High,Very High,88,13,92,86
90284,36061011203,2010,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36061,36,NY,76,0.074536949,-0.002899973,-0.054822594,0.001552072,Very High,Low,Low,Moderate,84,30,34,47,Very High,Very Low,Moderate,Moderate,83,10,44,51,High,Very Low,Moderate,Moderate,74,10,43,48
90285,36061011203,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36061,36,NY,145,0.13528885,0.025514007,0.20134228,0.041102394,Very High,Moderate,Very High,Very High,96,56,86,90,Very High,Low,Very High,Very High,93,32,88,91,Very High,Low,Very High,Very High,89,32,88,87
90286,36061011401,2010,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36061,36,NY,170,0.11469889,-0.010706947,0.10324898,0.023556614,Very High,Low,High,High,93,24,66,73,Very High,Very Low,High,High,91,7,70,73,Very High,Very Low,High,High,85,7,67,67
90287,36061011401,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36061,36,NY,152,0.16899909,0.019281203,0.23400563,0.04796714,Very High,Moderate,Very High,Very High,99,49,91,95,Very High,Low,Very High,Very High,97,24,93,95,Very High,Low,Very High,Very High,95,24,94,93
90288,36061011402,2010,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36061,36,NY,245,0.13086312,0.017282847,0.27161685,0.047915261,Very High,Moderate,Very High,Very High,95,47,96,95,Very High,Low,Very High,Very High,93,22,97,95,Very High,Low,Very High,Very High,88,22,98,93
90289,36061011402,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36061,36,NY,245,0.17249444,0.023822306,0.33476317,0.060562141,Very High,Moderate,Very High,Very High,99,54,100,100,Very High,Low,Very High,Very High,97,30,100,100,Very High,Low,Very High,Very High,95,30,100,100
90290,36061011500,2010,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36061,36,NY,129,0.020281317,-0.044604991,-0.039654762,-0.007118726,High,Very Low,Low,Low,65,9,37,37,Moderate,Very Low,Moderate,Moderate,60,3,47,42,Moderate,Very Low,Moderate,Low,52,2,45,40
90291,36061011500,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36061,36,NY,275,0.08548218,-0.007541861,0.11927269,0.022528045,Very High,Low,High,High,87,27,69,72,Very High,Very Low,High,High,86,8,73,72,High,Very Low,High,High,78,8,70,66
90292,36061011600,2010,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36061,36,NY,330,0.12297131,-0.00346385,0.1676039,0.032731004,Very High,Low,High,Very High,94,29,79,82,Very High,Very Low,Very High,Very High,92,10,82,82,Very High,Very Low,Very High,High,87,9,81,76
90293,36061011600,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36061,36,NY,564,0.20341104,0.036767833,0.24187878,0.054548465,Very High,High,Very High,Very High,100,67,92,98,Very High,Moderate,Very High,Very High,100,49,94,98,Very High,Moderate,Very High,Very High,99,47,95,97
90294,36061011700,2010,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36061,36,NY,229,0.016382305,-0.005277727,-0.080658264,-0.008136801,High,Low,Low,Low,63,28,30,36,Moderate,Very Low,Moderate,Moderate,59,9,41,41,Moderate,Very Low,Low,Low,50,9,40,40
90295,36061011700,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36061,36,NY,462,0.032758541,0.036811519,0.18035053,0.028526369,High,High,Very High,High,71,68,82,78,High,Moderate,Very High,High,66,49,85,78,Moderate,Moderate,Very High,High,57,47,83,72
90296,36061011800,2010,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36061,36,NY,1269,0.11441414,0.007480593,0.28667271,0.046805806,Very High,Low,Very High,Very High,93,38,97,94,Very High,Very Low,Very High,Very High,91,14,98,94,Very High,Very Low,Very High,Very High,85,14,99,92
90297,36061011800,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36061,36,NY,954,0.17452945,0.040531408,0.25028241,0.052733861,Very High,High,Very High,Very High,99,71,93,97,Very High,Moderate,Very High,Very High,97,55,95,97,Very High,Moderate,Very High,Very High,95,52,96,96
90298,36061011900,2010,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36061,36,NY,0,-0.014131997,0.006629412,-0.54412436,-0.064177878,Moderate,Low,Very Low,Very Low,46,38,1,3,Moderate,Very Low,Very Low,Very Low,42,14,4,7,Low,Very Low,Very Low,Very Low,38,14,4,5
90299,36061011900,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36061,36,NY,28,0.02834698,0.022627383,0.025157064,0.008469179,High,Moderate,Moderate,Moderate,69,53,50,55,High,Low,Moderate,Moderate,64,29,57,58,Moderate,Low,Moderate,Moderate,55,28,54,54
90300,36061012000,2010,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36061,36,NY,540,0.1059366,0.036726836,0.25838447,0.04568857,Very High,High,Very High,Very High,92,67,94,93,Very High,Moderate,Very High,Very High,90,49,96,94,Very High,Moderate,Very High,Very High,84,47,97,91
90301,36061012000,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36061,36,NY,460,0.1819406,0.05216692,0.33220673,0.064324997,Very High,Very High,Very High,Very High,99,82,100,100,Very High,High,Very High,Very High,98,72,100,100,Very High,High,Very High,Very High,97,69,100,100
90302,36061012100,2010,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36061,36,NY,437,-0.008679792,0.006205607,-0.020643376,-0.0027016,Moderate,Low,Moderate,Moderate,50,37,41,42,Moderate,Very Low,Moderate,Moderate,45,14,50,46,Low,Very Low,Moderate,Moderate,40,14,48,45
90303,36061012100,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36061,36,NY,574,0.084148765,0.018092014,0.011887599,0.012611587,Very High,Moderate,Moderate,Moderate,87,48,47,60,Very High,Low,Moderate,High,85,23,55,62,High,Low,Moderate,Moderate,78,23,52,57
90304,36061012200,2010,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36061,36,NY,349,0.12741692,-0.001257987,0.28328684,0.046919476,Very High,Low,Very High,Very High,95,31,97,94,Very High,Very Low,Very High,Very High,93,10,98,94,Very High,Very Low,Very High,Very High,88,10,98,92
90305,36061012200,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36061,36,NY,346,0.17812084,0.038160928,0.28039587,0.056383044,Very High,High,Very High,Very High,99,69,97,99,Very High,Moderate,Very High,Very High,98,51,98,99,Very High,Moderate,Very High,Very High,96,49,98,98
90306,36061012400,2010,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36061,36,NY,1613,0.11097754,0.032658644,0.1642023,0.034852818,Very High,High,High,Very High,92,63,79,84,Very High,Moderate,Very High,Very High,91,43,82,84,Very High,Moderate,High,High,84,41,80,79
90307,36061012400,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36061,36,NY,1842,0.1854464,0.052732915,0.21749498,0.051423553,Very High,Very High,Very High,Very High,99,83,89,97,Very High,High,Very High,Very High,99,73,91,97,Very High,High,Very High,Very High,97,69,91,96
90308,36061012500,2010,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36061,36,NY,167,0.055329368,0.002078256,0.045274533,0.011606797,High,Low,Moderate,Moderate,79,34,54,59,High,Very Low,Moderate,High,76,12,60,61,High,Very Low,Moderate,Moderate,66,12,57,56
90309,36061012500,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36061,36,NY,94,0.024951689,0.011546432,0.24100032,0.032032877,High,Moderate,Very High,Very High,67,42,92,82,High,Very Low,Very High,Very High,62,17,94,81,Moderate,Very Low,Very High,High,53,17,95,76
90310,36061012600,2010,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36061,36,NY,1120,0.13362327,0.028581796,0.27941954,0.050330702,Very High,Moderate,Very High,Very High,96,59,97,96,Very High,Low,Very High,Very High,93,37,98,96,Very High,Low,Very High,Very High,89,36,98,95
90311,36061012600,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36061,36,NY,2067,0.17867774,0.051067922,0.29827496,0.059898619,Very High,Very High,Very High,Very High,99,81,98,100,Very High,High,Very High,Very High,98,71,98,99,Very High,High,Very High,Very High,96,67,99,99
90312,36061012700,2010,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36061,36,NY,472,0.017888119,-0.007804629,-0.010003347,-1.69384E-05,High,Low,Moderate,Moderate,64,26,43,45,Moderate,Very Low,Moderate,Moderate,59,8,51,49,Moderate,Very Low,Moderate,Moderate,51,8,49,47
