_id,geoid,year,in100,msaid15,msaname15,countyfips,statefips,stateusps,pop,z_ED_nat,z_HE_nat,z_SE_nat,z_COI_nat,c5_ED_nat,c5_HE_nat,c5_SE_nat,c5_COI_nat,r_ED_nat,r_HE_nat,r_SE_nat,r_COI_nat,c5_ED_stt,c5_HE_stt,c5_SE_stt,c5_COI_stt,r_ED_stt,r_HE_stt,r_SE_stt,r_COI_stt,c5_ED_met,c5_HE_met,c5_SE_met,c5_COI_met,r_ED_met,r_HE_met,r_SE_met,r_COI_met
85861,36005023200,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36005,36,NY,804,0.013947731,0.021914683,-0.20655377,-0.020163259,High,Moderate,Very Low,Low,62,52,14,24,Moderate,Low,Low,Low,57,27,25,30,Moderate,Low,Low,Low,49,27,23,29
85862,36005023301,2010,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36005,36,NY,1187,-0.096538305,-0.014804899,-0.44799677,-0.064382508,Very Low,Low,Very Low,Very Low,7,22,3,3,Very Low,Very Low,Very Low,Very Low,9,6,8,6,Very Low,Very Low,Very Low,Very Low,10,6,7,5
85863,36005023301,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36005,36,NY,967,-0.10199024,0.032424729,-0.46390355,-0.061810847,Very Low,High,Very Low,Very Low,6,63,2,4,Very Low,Moderate,Very Low,Very Low,7,43,7,7,Very Low,Moderate,Very Low,Very Low,8,41,6,6
85864,36005023302,2010,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36005,36,NY,803,-0.11266373,-0.003058529,-0.56878728,-0.078972027,Very Low,Low,Very Low,Very Low,4,30,1,1,Very Low,Very Low,Very Low,Very Low,4,10,3,2,Very Low,Very Low,Very Low,Very Low,4,10,3,2
85865,36005023302,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36005,36,NY,1223,-0.1070139,0.035696641,-0.48024341,-0.063919596,Very Low,High,Very Low,Very Low,5,66,2,3,Very Low,Moderate,Very Low,Very Low,6,48,6,7,Very Low,Moderate,Very Low,Very Low,6,46,6,6
85866,36005023501,2010,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36005,36,NY,1010,-0.096403673,0.017321743,-0.40758109,-0.056245904,Very Low,Moderate,Very Low,Very Low,8,47,4,5,Very Low,Low,Very Low,Very Low,9,22,11,10,Very Low,Low,Very Low,Very Low,10,22,9,8
85867,36005023501,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36005,36,NY,894,-0.10602902,0.037382971,-0.4952029,-0.065372147,Very Low,High,Very Low,Very Low,5,68,2,3,Very Low,Moderate,Very Low,Very Low,6,50,6,6,Very Low,Moderate,Very Low,Very Low,6,48,5,5
85868,36005023502,2010,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36005,36,NY,1119,-0.11282941,0.018775959,-0.45784757,-0.063756742,Very Low,Moderate,Very Low,Very Low,4,49,2,3,Very Low,Low,Very Low,Very Low,4,24,8,7,Very Low,Low,Very Low,Very Low,4,24,7,6
85869,36005023502,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36005,36,NY,964,-0.124739,0.029944228,-0.37738946,-0.054521959,Very Low,Moderate,Very Low,Very Low,3,60,4,5,Very Low,Low,Very Low,Very Low,2,39,13,10,Very Low,Low,Very Low,Very Low,2,38,11,9
85870,36005023600,2010,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36005,36,NY,626,-0.091476992,0.003717646,-0.36645779,-0.05236318,Very Low,Low,Very Low,Very Low,9,35,5,6,Very Low,Very Low,Very Low,Very Low,10,13,13,11,Very Low,Very Low,Very Low,Very Low,11,12,12,10
85871,36005023600,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36005,36,NY,603,-0.020185351,0.040193379,-0.40082511,-0.044599671,Moderate,High,Very Low,Very Low,43,71,4,8,Low,Moderate,Very Low,Very Low,39,54,11,15,Low,Moderate,Very Low,Very Low,36,52,10,14
85872,36005023702,2010,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36005,36,NY,300,-0.13485421,0.008371855,-0.53644657,-0.076445498,Very Low,Low,Very Low,Very Low,2,39,1,2,Very Low,Very Low,Very Low,Very Low,1,15,4,3,Very Low,Very Low,Very Low,Very Low,1,15,4,2
85873,36005023702,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36005,36,NY,283,-0.1284384,0.025322696,-0.53330648,-0.073567107,Very Low,Moderate,Very Low,Very Low,2,56,1,2,Very Low,Low,Very Low,Very Low,2,32,4,3,Very Low,Low,Very Low,Very Low,2,32,4,3
85874,36005023703,2010,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36005,36,NY,1488,-0.10621458,-0.003279667,-0.40200004,-0.058873184,Very Low,Low,Very Low,Very Low,5,30,4,4,Very Low,Very Low,Very Low,Very Low,6,10,11,9,Very Low,Very Low,Very Low,Very Low,6,9,10,7
85875,36005023703,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36005,36,NY,1595,-0.082274735,0.024928994,-0.53395116,-0.068580374,Very Low,Moderate,Very Low,Very Low,11,55,1,3,Very Low,Low,Very Low,Very Low,13,32,4,5,Very Low,Low,Very Low,Very Low,14,31,4,4
85876,36005023704,2010,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36005,36,NY,1057,-0.099612966,0.002217905,-0.48752478,-0.067511059,Very Low,Low,Very Low,Very Low,7,34,2,3,Very Low,Very Low,Very Low,Very Low,8,12,6,5,Very Low,Very Low,Very Low,Very Low,9,12,5,4
85877,36005023704,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36005,36,NY,1457,-0.085477307,0.023994466,-0.58446664,-0.074912466,Very Low,Moderate,Very Low,Very Low,10,54,1,2,Very Low,Low,Very Low,Very Low,12,30,3,3,Very Low,Low,Very Low,Very Low,13,30,3,3
85878,36005023800,2010,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36005,36,NY,751,-0.075236224,0.001296688,-0.34770992,-0.048643548,Very Low,Low,Very Low,Very Low,14,33,5,7,Very Low,Very Low,Very Low,Very Low,16,12,14,13,Very Low,Very Low,Very Low,Very Low,16,11,13,12
85879,36005023800,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36005,36,NY,742,0.013492542,0.020626772,-0.26766324,-0.027462061,High,Moderate,Very Low,Very Low,62,51,9,18,Moderate,Low,Very Low,Low,57,26,19,25,Moderate,Low,Very Low,Low,49,26,18,24
85880,36005023900,2010,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36005,36,NY,3077,-0.088514067,-0.002732409,-0.5951131,-0.07933104,Very Low,Low,Very Low,Very Low,10,30,1,1,Very Low,Very Low,Very Low,Very Low,11,10,3,2,Very Low,Very Low,Very Low,Very Low,12,10,2,2
85881,36005023900,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36005,36,NY,2107,-0.062640063,0.019807246,-0.51302236,-0.064519107,Very Low,Moderate,Very Low,Very Low,19,50,2,3,Low,Low,Very Low,Very Low,21,25,5,6,Low,Low,Very Low,Very Low,21,25,5,5
85882,36005024000,2010,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36005,36,NY,1357,-0.083004981,0.00155941,-0.38385722,-0.053681009,Very Low,Low,Very Low,Very Low,11,33,4,5,Very Low,Very Low,Very Low,Very Low,13,12,12,11,Very Low,Very Low,Very Low,Very Low,14,11,11,9
85883,36005024000,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36005,36,NY,1136,-0.055451378,-0.004659062,-0.37590033,-0.050370529,Low,Low,Very Low,Very Low,22,29,4,6,Low,Very Low,Very Low,Very Low,24,9,13,12,Low,Very Low,Very Low,Very Low,24,9,11,11
85884,36005024100,2010,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36005,36,NY,2332,-0.099950559,0.001839494,-0.54368025,-0.074123584,Very Low,Low,Very Low,Very Low,7,34,1,2,Very Low,Very Low,Very Low,Very Low,8,12,4,3,Very Low,Very Low,Very Low,Very Low,8,12,4,3
85885,36005024100,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36005,36,NY,1796,-0.080199316,0.017963238,-0.36395663,-0.049309492,Very Low,Moderate,Very Low,Very Low,12,48,5,7,Very Low,Low,Very Low,Very Low,14,23,14,13,Very Low,Low,Very Low,Very Low,15,23,12,11
85886,36005024300,2010,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36005,36,NY,1522,-0.090692475,0.018704908,-0.51869184,-0.068397515,Very Low,Moderate,Very Low,Very Low,9,49,2,3,Very Low,Low,Very Low,Very Low,11,24,5,5,Very Low,Low,Very Low,Very Low,11,24,4,4
85887,36005024300,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36005,36,NY,1687,-0.093144566,0.037813868,-0.51848143,-0.066610821,Very Low,High,Very Low,Very Low,8,69,2,3,Very Low,Moderate,Very Low,Very Low,10,51,5,5,Very Low,Moderate,Very Low,Very Low,11,48,4,4
85888,36005024400,2010,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36005,36,NY,767,-0.021673499,0.023569329,-0.097539082,-0.011239044,Moderate,Moderate,Low,Low,42,54,28,33,Low,Low,Low,Low,38,30,39,38,Low,Low,Low,Low,35,30,37,37
85889,36005024400,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36005,36,NY,538,0.042218588,0.029312348,-0.11592178,-0.005703568,High,Moderate,Low,Low,74,60,25,39,High,Low,Low,Moderate,70,38,36,43,Moderate,Low,Low,Moderate,60,37,35,41
85890,36005024501,2010,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36005,36,NY,1461,-0.087818511,-0.000436571,-0.46480751,-0.063845918,Very Low,Low,Very Low,Very Low,10,32,2,3,Very Low,Very Low,Very Low,Very Low,11,11,7,7,Very Low,Very Low,Very Low,Very Low,12,11,6,6
85891,36005024501,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36005,36,NY,1759,-0.10534517,0.023392472,-0.63530344,-0.083089016,Very Low,Moderate,Very Low,Very Low,6,54,1,1,Very Low,Low,Very Low,Very Low,6,30,2,1,Very Low,Low,Very Low,Very Low,6,30,2,1
85892,36005024502,2010,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36005,36,NY,1230,-0.086017042,-0.015116361,-0.53303611,-0.073148675,Very Low,Low,Very Low,Very Low,10,22,1,2,Very Low,Very Low,Very Low,Very Low,12,6,4,3,Very Low,Very Low,Very Low,Very Low,13,6,4,3
85893,36005024502,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36005,36,NY,1044,-0.099828608,0.03853086,-0.44829264,-0.059105467,Very Low,High,Very Low,Very Low,7,69,3,4,Very Low,Moderate,Very Low,Very Low,8,52,8,8,Very Low,Moderate,Very Low,Very Low,9,50,7,7
85894,36005024600,2010,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36005,36,NY,310,-0.037085611,0.026374856,-0.061086409,-0.008402337,Low,Moderate,Low,Low,32,57,33,36,Low,Low,Moderate,Moderate,31,34,44,41,Low,Low,Moderate,Low,30,33,42,40
85895,36005024600,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36005,36,NY,419,-0.035877433,0.045669328,-0.15416342,-0.017047293,Low,High,Very Low,Low,33,76,20,27,Low,High,Low,Low,31,63,31,32,Low,Moderate,Low,Low,30,59,30,32
85896,36005024700,2010,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36005,36,NY,546,-0.074528553,9.85953E-05,-0.23393774,-0.035452884,Very Low,Low,Very Low,Very Low,14,32,12,13,Very Low,Very Low,Low,Very Low,16,11,22,20,Very Low,Very Low,Low,Very Low,17,11,21,18
85897,36005024700,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36005,36,NY,411,-0.13790379,0.046705183,-0.39474285,-0.056213394,Very Low,High,Very Low,Very Low,1,77,4,5,Very Low,High,Very Low,Very Low,1,65,11,10,Very Low,High,Very Low,Very Low,1,61,10,8
85898,36005024800,2010,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36005,36,NY,682,-0.059322685,0.043671671,0.032815438,0.001907271,Very Low,High,Moderate,Moderate,20,74,51,47,Low,Moderate,Moderate,Moderate,22,60,58,51,Low,Moderate,Moderate,Moderate,22,56,56,49
85899,36005024800,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36005,36,NY,398,-0.037953969,0.032487415,-0.15121147,-0.018335974,Low,High,Very Low,Low,32,63,20,25,Low,Moderate,Low,Low,30,43,31,31,Low,Moderate,Low,Low,30,41,30,30
85900,36005025000,2010,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36005,36,NY,397,-0.027587119,0.007000847,-0.15765409,-0.020651521,Low,Low,Very Low,Low,38,38,19,24,Low,Very Low,Low,Low,35,14,30,29,Low,Very Low,Low,Low,33,14,29,29
85901,36005025000,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36005,36,NY,625,-0.000653055,0.044765145,-0.13929217,-0.011518658,Moderate,High,Low,Low,54,75,22,32,Moderate,High,Low,Low,49,61,32,38,Moderate,Moderate,Low,Low,42,58,32,37
85902,36005025100,2010,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36005,36,NY,1840,-0.067128107,-0.018125992,-0.34755263,-0.049795531,Very Low,Very Low,Very Low,Very Low,17,20,5,7,Very Low,Very Low,Very Low,Very Low,19,6,14,13,Very Low,Very Low,Very Low,Very Low,20,5,13,11
85903,36005025100,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36005,36,NY,1978,-0.058714658,0.022712411,-0.38492674,-0.048869245,Very Low,Moderate,Very Low,Very Low,20,53,4,7,Low,Low,Very Low,Very Low,22,29,12,13,Low,Low,Very Low,Very Low,22,29,11,12
85904,36005025200,2010,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36005,36,NY,573,-0.047903415,0.012616808,-0.1786714,-0.024745857,Low,Moderate,Very Low,Very Low,26,43,17,20,Low,Very Low,Low,Low,27,18,28,26,Low,Very Low,Low,Low,26,18,27,25
85905,36005025200,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36005,36,NY,587,0.040658671,0.016481278,-0.13741881,-0.009742979,High,Moderate,Low,Low,74,47,22,34,High,Low,Low,Low,69,21,33,39,Moderate,Low,Low,Low,60,21,32,38
85906,36005025300,2010,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36005,36,NY,1591,-0.06751471,0.005020682,-0.46237355,-0.060737289,Very Low,Low,Very Low,Very Low,16,36,2,4,Very Low,Very Low,Very Low,Very Low,19,13,7,8,Very Low,Very Low,Very Low,Very Low,19,13,7,7
85907,36005025300,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36005,36,NY,1798,-0.048341777,0.028484384,-0.43739548,-0.053214196,Low,Moderate,Very Low,Very Low,26,59,3,6,Low,Low,Very Low,Very Low,26,37,9,11,Low,Low,Very Low,Very Low,26,36,7,9
85908,36005025400,2010,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36005,36,NY,304,-0.036690842,0.020949529,-0.15446877,-0.019803084,Low,Moderate,Very Low,Low,33,51,20,24,Low,Low,Low,Low,31,26,31,30,Low,Low,Low,Low,30,26,30,29
85909,36005025400,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36005,36,NY,408,0.029649543,0.028879035,-0.10481606,-0.005846854,High,Moderate,Low,Low,69,59,27,38,High,Low,Low,Moderate,64,37,37,43,Moderate,Low,Low,Moderate,56,37,36,41
85910,36005025500,2010,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36005,36,NY,1366,-0.07125058,-0.010799373,-0.51751727,-0.069250852,Very Low,Low,Very Low,Very Low,15,24,2,2,Very Low,Very Low,Very Low,Very Low,18,7,5,4,Very Low,Very Low,Very Low,Very Low,18,7,4,4
85911,36005025500,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36005,36,NY,1587,-0.067686461,0.037558608,-0.36444491,-0.04589789,Very Low,High,Very Low,Very Low,16,68,5,8,Very Low,Moderate,Very Low,Very Low,19,50,13,15,Very Low,Moderate,Very Low,Very Low,19,48,12,13
85912,36005025600,2010,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36005,36,NY,452,-0.059729237,0.014257544,-0.28544399,-0.038304038,Very Low,Moderate,Very Low,Very Low,20,44,8,11,Low,Very Low,Very Low,Very Low,22,19,18,18,Low,Very Low,Very Low,Very Low,22,19,17,17
85913,36005025600,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36005,36,NY,342,0.050302118,0.02381409,-0.26598635,-0.02285827,High,Moderate,Very Low,Low,77,54,10,22,High,Low,Very Low,Low,73,30,19,28,High,Low,Very Low,Low,64,30,18,27
85914,36005025700,2010,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36005,36,NY,513,-0.072756432,0.016884344,-0.42456567,-0.055654649,Very Low,Moderate,Very Low,Very Low,14,47,3,5,Very Low,Low,Very Low,Very Low,17,22,9,10,Very Low,Low,Very Low,Very Low,17,22,8,8
85915,36005025700,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36005,36,NY,339,-0.087115467,0.035612121,-0.24744995,-0.03463804,Very Low,High,Very Low,Very Low,10,66,11,13,Very Low,Moderate,Low,Very Low,12,47,21,20,Very Low,Moderate,Very Low,Very Low,12,46,20,19
85916,36005026100,2010,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36005,36,NY,129,-0.003236817,-0.008378521,0.10309847,0.01074842,Moderate,Low,High,Moderate,53,26,66,58,Moderate,Very Low,High,Moderate,48,8,70,60,Moderate,Very Low,High,Moderate,41,8,67,56
85917,36005026100,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36005,36,NY,303,-0.10245752,0.054031134,0.038086444,-0.001145817,Very Low,Very High,Moderate,Moderate,6,84,52,44,Very Low,High,Moderate,Moderate,7,75,59,48,Very Low,High,Moderate,Moderate,8,71,56,46
85918,36005026300,2010,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36005,36,NY,1713,-0.042284667,0.010972613,-0.51923871,-0.063932173,Low,Moderate,Very Low,Very Low,29,42,2,3,Low,Very Low,Very Low,Very Low,29,16,5,7,Low,Very Low,Very Low,Very Low,28,16,4,6
85919,36005026300,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36005,36,NY,1067,-0.10393525,0.001966124,-0.50273788,-0.069786087,Very Low,Low,Very Low,Very Low,6,34,2,2,Very Low,Very Low,Very Low,Very Low,7,12,5,4,Very Low,Very Low,Very Low,Very Low,7,12,5,3
85920,36005026400,2010,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36005,36,NY,1206,-0.067882724,0.025869086,-0.068216942,-0.01269074,Very Low,Moderate,Low,Low,16,56,32,31,Very Low,Low,Moderate,Low,19,33,43,36,Very Low,Low,Moderate,Low,19,33,41,36
85921,36005026400,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36005,36,NY,1076,0.013277863,-0.002530581,-0.065993145,-0.006481092,High,Low,Low,Low,61,30,33,38,Moderate,Very Low,Moderate,Moderate,57,10,43,42,Moderate,Very Low,Moderate,Moderate,48,10,42,41
85922,36005026500,2010,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36005,36,NY,1583,-0.056847166,-0.012382663,-0.39657566,-0.053752709,Low,Low,Very Low,Very Low,21,23,4,5,Low,Very Low,Very Low,Very Low,23,7,11,11,Low,Very Low,Very Low,Very Low,23,6,10,9
85923,36005026500,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36005,36,NY,2494,-0.083185658,0.018579986,-0.41991058,-0.056085508,Very Low,Moderate,Very Low,Very Low,11,49,3,5,Very Low,Low,Very Low,Very Low,13,23,10,10,Very Low,Low,Very Low,Very Low,14,24,8,8
85924,36005026601,2010,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36005,36,NY,406,-0.037164401,0.003047335,-0.23622496,-0.031274479,Low,Low,Very Low,Very Low,32,35,12,15,Low,Very Low,Low,Low,31,12,22,22,Low,Very Low,Very Low,Low,30,12,20,21
85925,36005026601,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36005,36,NY,755,0.070386633,0.037005618,-0.17779016,-0.008970584,Very High,High,Very Low,Low,83,68,17,35,Very High,Moderate,Low,Low,82,50,28,40,High,Moderate,Low,Low,73,47,27,39
85926,36005026602,2010,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36005,36,NY,985,-0.03338699,0.022278234,-0.24043675,-0.029300721,Low,Moderate,Very Low,Very Low,35,52,11,17,Low,Low,Low,Low,32,28,22,23,Low,Low,Very Low,Low,31,28,20,22
85927,36005026602,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36005,36,NY,1143,0.055037931,0.031997651,-0.30390024,-0.025876043,High,High,Very Low,Very Low,79,62,7,19,High,Moderate,Very Low,Low,75,42,17,26,High,Moderate,Very Low,Low,66,41,15,25
85928,36005026701,2010,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36005,36,NY,966,-0.021750787,-0.005740935,-0.3808538,-0.04733631,Moderate,Low,Very Low,Very Low,42,28,4,7,Low,Very Low,Very Low,Very Low,38,9,12,14,Low,Very Low,Very Low,Very Low,35,8,11,13
85929,36005026701,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36005,36,NY,955,-0.093385853,0.006506813,-0.36038256,-0.051570445,Very Low,Low,Very Low,Very Low,8,37,5,6,Very Low,Very Low,Very Low,Very Low,10,14,14,11,Very Low,Very Low,Very Low,Very Low,10,14,12,10
85930,36005026702,2010,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36005,36,NY,1603,-0.02980368,0.009181149,-0.38763961,-0.047428481,Low,Low,Very Low,Very Low,37,40,4,7,Low,Very Low,Very Low,Very Low,34,15,12,14,Low,Very Low,Very Low,Very Low,32,15,10,13
85931,36005026702,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36005,36,NY,1985,-0.080680117,0.036227591,-0.39449054,-0.05097251,Very Low,High,Very Low,Very Low,12,67,4,6,Very Low,Moderate,Very Low,Very Low,14,48,11,12,Very Low,Moderate,Very Low,Very Low,14,47,10,11
85932,36005026900,2010,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36005,36,NY,767,-0.03202711,0.004327487,-0.43543547,-0.053752858,Low,Low,Very Low,Very Low,35,36,3,5,Low,Very Low,Very Low,Very Low,33,13,9,11,Low,Very Low,Very Low,Very Low,32,13,8,9
85933,36005026900,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36005,36,NY,909,-0.091950253,0.03385926,-0.38337925,-0.05117745,Very Low,High,Very Low,Very Low,9,64,4,6,Very Low,Moderate,Very Low,Very Low,10,45,12,12,Very Low,Moderate,Very Low,Very Low,11,43,11,10
85934,36005027300,2010,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36005,36,NY,2096,-0.049711075,0.016986193,-0.36562493,-0.046236962,Low,Moderate,Very Low,Very Low,25,47,5,8,Low,Low,Very Low,Very Low,26,22,13,14,Low,Low,Very Low,Very Low,26,22,12,13
85935,36005027300,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36005,36,NY,1750,-0.092328452,0.016878113,-0.41517523,-0.056726318,Very Low,Moderate,Very Low,Very Low,9,47,3,5,Very Low,Low,Very Low,Very Low,10,22,10,9,Very Low,Low,Very Low,Very Low,11,22,9,8
85936,36005027401,2010,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36005,36,NY,756,-0.032817632,0.038477279,-0.056231484,-0.006077744,Low,High,Low,Low,35,69,34,38,Low,Moderate,Moderate,Moderate,33,52,44,42,Low,Moderate,Moderate,Moderate,31,49,43,41
85937,36005027401,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36005,36,NY,830,0.023995582,0.034631912,0.065637007,0.013976196,High,High,Moderate,High,67,65,58,62,High,Moderate,High,High,62,46,64,63,Moderate,Moderate,High,Moderate,53,44,61,58
85938,36005027402,2010,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36005,36,NY,775,-0.047577664,-0.020725382,0.025627049,-0.004482997,Low,Very Low,Moderate,Low,26,19,50,40,Low,Very Low,Moderate,Moderate,27,5,57,44,Low,Very Low,Moderate,Moderate,27,4,55,43
85939,36005027402,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36005,36,NY,449,0.009724293,0.053299438,-0.055586591,0.000277709,Moderate,Very High,Low,Moderate,60,83,34,45,Moderate,High,Moderate,Moderate,55,74,44,49,Moderate,High,Moderate,Moderate,47,70,43,47
85940,36005027600,2010,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36005,36,NY,18,-0.036929857,0.063963823,0.12249614,0.016978458,Low,Very High,High,High,32,91,70,65,Low,Very High,High,High,31,87,74,66,Low,Very High,High,High,30,83,71,61
85941,36005027600,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36005,36,NY,12,-0.053797364,0.025022157,-0.30440259,-0.038709071,Low,Moderate,Very Low,Very Low,23,55,7,11,Low,Low,Very Low,Very Low,25,32,17,18,Low,Low,Very Low,Very Low,24,32,15,17
85942,36005027700,2010,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36005,36,NY,1420,-0.081439242,0.019054472,-0.53665078,-0.069427244,Very Low,Moderate,Very Low,Very Low,12,49,1,2,Very Low,Low,Very Low,Very Low,14,24,4,4,Very Low,Low,Very Low,Very Low,14,24,4,4
85943,36005027700,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36005,36,NY,1635,-0.081345916,0.022767996,-0.29869139,-0.041329946,Very Low,Moderate,Very Low,Very Low,12,53,8,10,Very Low,Low,Very Low,Very Low,14,29,17,17,Very Low,Low,Very Low,Very Low,14,29,16,15
85944,36005027900,2010,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36005,36,NY,1021,-0.038140517,0.002675303,-0.18580422,-0.025554409,Low,Low,Very Low,Very Low,32,34,16,19,Low,Very Low,Low,Low,30,12,27,26,Low,Very Low,Low,Low,30,12,26,25
85945,36005027900,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36005,36,NY,1425,-0.023357566,0.033196781,-0.24959567,-0.028095961,Moderate,High,Very Low,Very Low,41,64,11,17,Low,Moderate,Low,Low,37,44,21,24,Low,Moderate,Very Low,Low,34,42,19,23
85946,36005028100,2010,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36005,36,NY,591,-0.009233005,0.035026763,-0.16045384,-0.015966069,Moderate,High,Very Low,Low,49,66,19,28,Moderate,Moderate,Low,Low,45,46,30,33,Low,Moderate,Low,Low,39,45,29,33
